,Geography,Gender,EB,Age,EstimatedSalary,NumOfProducts,CreditScore,Tenure,HasCrCard,IsActiveMember,Exited
60,1.0,1.0,0.0001525651086042224,0.22972972972972977,0.422530301643807,0.0,0.7839999999999999,0.5,0.0,0.0,0.0
61,1.0,0.0,0.00011344976648624969,0.12162162162162166,0.6324766015154447,0.3333333333333333,0.674,0.9,0.0,0.0,0.0
62,0.5,1.0,2.9551222342832827e-05,0.2027027027027027,0.8940181287312938,0.3333333333333333,0.41000000000000003,0.1,0.0,0.0,0.0
63,0.5,1.0,7.459833288757228e-05,0.5135135135135136,0.49698136172004426,0.0,0.668,0.8,1.0,1.0,0.0
64,1.0,1.0,0.00011077575081419693,0.10810810810810811,0.4641897801240018,0.0,0.5059999999999999,0.4,1.0,1.0,0.0
65,1.0,0.0,0.0005763926551910761,0.24324324324324326,0.13874715035285867,0.3333333333333333,0.8019999999999999,0.6000000000000001,1.0,1.0,0.0
66,1.0,0.0,8.670337527225472e-05,0.21621621621621623,0.5521523805523427,0.0,0.46199999999999986,0.1,1.0,0.0,0.0
67,1.0,1.0,5.900502155159922e-05,0.3378378378378379,0.9834024149306257,0.3333333333333333,0.7699999999999999,1.0,1.0,1.0,0.0
68,1.0,0.0,0.00012493533996427113,0.22972972972972977,0.5682806207992863,0.3333333333333333,0.622,0.5,0.0,1.0,0.0
69,0.0,0.0,0.0005091294200313675,0.040540540540540515,0.09096578723268071,0.0,0.65,0.8,1.0,0.0,0.0
70,1.0,1.0,0.00044407329918944597,0.5405405405405406,0.14182494428217893,1.0,0.7759999999999999,0.2,1.0,0.0,1.0
71,0.0,1.0,0.0,0.14864864864864863,0.1697276589914337,0.0,0.926,0.6000000000000001,1.0,0.0,0.0
72,0.5,0.0,0.00034868985243293024,0.25675675675675674,0.22098095368107654,0.0,0.614,0.0,0.0,1.0,0.0
73,1.0,0.0,0.0002544111770998758,0.09459459459459457,0.2921040459363869,0.3333333333333333,0.5079999999999999,0.5,1.0,1.0,0.0
74,0.0,1.0,0.0,0.24324324324324326,0.7278236071544831,0.3333333333333333,0.33799999999999997,0.9,0.0,1.0,0.0
75,0.0,0.0,0.000752051458676458,0.040540540540540515,0.11189278576104017,0.3333333333333333,0.7699999999999999,0.1,1.0,0.0,0.0
76,0.0,1.0,0.0,0.5,0.6958167504996727,0.3333333333333333,0.628,0.8,1.0,1.0,0.0
77,0.0,0.0,0.0,0.1891891891891892,0.7410660718098578,0.0,0.656,0.9,1.0,1.0,0.0
78,0.5,1.0,3.74690642808091e-05,0.2027027027027027,0.9712330027517627,0.0,0.814,0.5,0.0,1.0,0.0
79,1.0,0.0,0.0001171029739049165,0.3108108108108108,0.4914970879719013,0.3333333333333333,0.132,1.0,1.0,0.0,0.0
80,0.0,0.0,5.311662683607561e-05,0.21621621621621623,0.8570922523100956,0.3333333333333333,0.63,0.1,0.0,0.0,0.0
81,0.0,0.0,0.0,0.1891891891891892,0.6822982094790052,0.0,0.854,0.2,1.0,0.0,1.0
82,0.0,0.0,0.0,0.24324324324324326,0.13005247001088602,0.3333333333333333,0.386,0.30000000000000004,0.0,0.0,0.0
83,0.0,0.0,5.3429261666170475e-05,0.21621621621621623,0.7961945865830187,0.0,0.31199999999999994,0.4,1.0,1.0,0.0
84,0.0,0.0,0.0,0.37837837837837845,0.009481305464671876,0.3333333333333333,0.2859999999999999,0.4,1.0,0.0,0.0
85,0.5,0.0,0.0,0.7702702702702704,0.5733756073705039,0.3333333333333333,0.604,1.0,1.0,1.0,0.0
86,0.5,1.0,8.911123336472615e-05,0.05405405405405406,0.6432202775365047,0.0,0.7999999999999999,0.30000000000000004,1.0,0.0,1.0
87,0.0,1.0,0.0,0.16216216216216217,0.7593613690107405,0.3333333333333333,0.7579999999999999,0.9,1.0,0.0,0.0
88,0.0,0.0,0.0,0.37837837837837845,0.4662437262758593,0.6666666666666667,0.592,0.4,1.0,0.0,1.0
89,1.0,0.0,4.904424905195039e-05,0.13513513513513514,0.7839737694949866,0.3333333333333333,0.57,0.30000000000000004,1.0,1.0,0.0
90,0.5,0.0,0.0,0.35135135135135137,0.8710513854073063,0.6666666666666667,0.594,0.5,1.0,1.0,1.0
91,0.0,1.0,7.59569474070465e-05,0.36486486486486486,0.7356746569297367,0.3333333333333333,0.916,0.7000000000000001,1.0,0.0,0.0
92,0.0,0.0,0.0,0.24324324324324326,0.5480672904262357,0.3333333333333333,0.348,1.0,1.0,0.0,0.0
93,0.0,1.0,0.0,0.14864864864864863,0.8614774210937143,0.3333333333333333,0.838,0.8,1.0,1.0,0.0
94,0.5,1.0,0.0,0.3243243243243243,0.4298955050207295,0.3333333333333333,0.7599999999999999,0.4,0.0,1.0,0.0
95,0.5,1.0,0.00013693075307209408,0.22972972972972977,0.6063889101409184,0.0,0.32999999999999996,1.0,0.0,1.0,0.0
96,0.5,1.0,0.00014996936038085847,0.3108108108108108,0.32294919164780234,0.0,0.846,0.9,0.0,1.0,0.0
97,1.0,1.0,4.636368611132233e-05,0.14864864864864863,0.9864169528189942,0.3333333333333333,0.928,0.8,1.0,1.0,0.0
98,0.5,1.0,0.0,0.05405405405405406,0.4982148795209942,0.3333333333333333,0.7199999999999999,0.8,0.0,0.0,0.0
99,0.0,1.0,0.0,0.21621621621621623,0.03261611483896712,0.3333333333333333,0.126,0.9,0.0,0.0,0.0
100,0.0,0.0,0.0,0.2972972972972973,0.8092595342855242,0.0,0.63,0.6000000000000001,1.0,1.0,0.0
101,0.0,0.0,0.0,0.35135135135135137,0.8358340721538906,0.3333333333333333,0.5459999999999999,0.6000000000000001,0.0,0.0,0.0
102,0.0,1.0,0.00018557412344983288,0.1756756756756757,0.20981573740292198,0.0,0.7759999999999999,0.9,1.0,0.0,0.0
103,0.5,1.0,0.0,0.24324324324324326,0.30265380343822834,0.3333333333333333,0.356,0.7000000000000001,1.0,0.0,0.0
104,0.5,0.0,0.0,0.6351351351351351,0.8883053331593166,0.0,0.64,0.1,1.0,1.0,1.0
105,0.5,0.0,0.000325558779136405,0.37837837837837845,0.15487984102481786,0.3333333333333333,0.5439999999999999,0.4,1.0,1.0,1.0
106,1.0,1.0,0.0008333409263259139,0.1891891891891892,0.050219545966639814,0.0,0.46399999999999986,0.1,1.0,1.0,0.0
107,1.0,0.0,0.00025428949081365566,0.24324324324324326,0.18484235244465844,0.0,0.87,0.2,0.0,1.0,0.0
108,0.5,1.0,0.00019676592158887827,0.2027027027027027,0.3592903622295929,0.0,0.5099999999999999,0.5,0.0,0.0,0.0
109,1.0,1.0,8.79420270659299e-05,0.22972972972972977,0.49723888631364294,0.0,0.258,0.9,1.0,0.0,1.0
110,1.0,1.0,0.00013520967676365763,0.16216216216216217,0.3153866194221548,0.0,0.67,0.30000000000000004,0.0,1.0,0.0
111,1.0,1.0,0.0003738278316644068,0.2837837837837838,0.13611139863856997,0.3333333333333333,0.376,0.7000000000000001,1.0,0.0,0.0
112,0.0,1.0,0.00010879808266296394,0.3243243243243243,0.43397059419174533,0.0,0.42400000000000004,0.2,0.0,0.0,0.0
113,0.5,1.0,0.0004350702607450817,0.24324324324324326,0.11492467530649175,0.0,0.65,0.9,0.0,1.0,0.0
114,1.0,1.0,0.0001436614830900248,0.13513513513513514,0.5064951702887626,0.3333333333333333,0.7419999999999999,0.9,0.0,1.0,1.0
115,1.0,0.0,0.0001681121461819207,0.16216216216216217,0.370823163612125,0.3333333333333333,0.5559999999999999,0.9,1.0,1.0,0.0
116,1.0,0.0,0.00013675746454564142,0.25675675675675674,0.5781887670272511,0.0,0.636,0.6000000000000001,1.0,0.0,0.0
117,0.0,0.0,0.0,0.3108108108108108,0.1587887643269932,0.3333333333333333,0.31199999999999994,0.1,1.0,0.0,0.0
118,1.0,0.0,5.085745581205602e-05,0.1756756756756757,0.9986644224523442,0.0,0.348,0.8,1.0,0.0,1.0
119,1.0,1.0,0.00014437193714504594,0.21621621621621623,0.6041721984449514,0.3333333333333333,0.6980000000000001,0.4,1.0,0.0,0.0
120,0.0,1.0,0.0003197814681962018,0.21621621621621623,0.19061915412921931,0.3333333333333333,0.9560000000000001,0.8,0.0,0.0,0.0
121,0.5,1.0,0.00011308537830409312,0.2837837837837838,0.5006446615651794,0.0,0.648,0.6000000000000001,0.0,0.0,0.0
122,0.0,0.0,0.0,0.2837837837837838,0.7053588617712991,0.3333333333333333,0.612,0.6000000000000001,1.0,0.0,0.0
123,1.0,0.0,6.009506399955267e-05,0.40540540540540543,0.9906835102752312,0.0,0.668,1.0,1.0,1.0,0.0
124,0.0,0.0,0.0,0.13513513513513514,0.9182618440061026,0.0,0.5499999999999999,0.30000000000000004,0.0,0.0,0.0
125,0.0,1.0,0.00013038265601959096,0.3243243243243243,0.5513209511508349,0.0,0.16399999999999992,0.9,1.0,0.0,1.0
126,0.0,0.0,0.0,0.4594594594594595,0.04312646857774917,0.0,0.398,0.1,0.0,1.0,1.0
127,1.0,1.0,0.0002987944129630646,0.5135135135135136,0.2340848551036624,0.0,0.5499999999999999,0.0,1.0,0.0,1.0
128,0.0,0.0,0.0,0.3108108108108108,0.8569177856485293,0.3333333333333333,0.9560000000000001,0.7000000000000001,1.0,0.0,0.0
129,0.0,1.0,5.735545524217223e-05,0.08108108108108109,0.836303717004974,0.0,0.84,0.9,1.0,0.0,0.0
130,0.0,0.0,0.0,0.21621621621621623,0.6211322181268311,0.3333333333333333,0.816,0.30000000000000004,1.0,1.0,0.0
131,1.0,0.0,0.00010726449336352646,0.2027027027027027,0.5746730312744868,0.0,0.89,0.9,1.0,1.0,0.0
132,0.0,1.0,0.0003242821571983122,0.27027027027027034,0.17800349933418638,0.0,0.674,0.9,1.0,1.0,0.0
133,0.0,1.0,0.0,0.09459459459459457,0.08224680456983641,0.3333333333333333,0.672,0.1,0.0,1.0,0.0
134,1.0,1.0,9.452542776084684e-05,0.2837837837837838,0.6220569064345645,0.3333333333333333,0.878,0.7000000000000001,1.0,1.0,0.0
135,1.0,0.0,0.0003906694570012345,0.4324324324324324,0.17466493050086282,0.3333333333333333,0.47799999999999987,0.5,1.0,1.0,0.0
136,1.0,0.0,3.574672622628248e-05,0.21621621621621623,0.8389436191156254,0.0,0.22199999999999998,0.5,0.0,1.0,0.0
137,0.0,1.0,0.00013495871477859294,0.2972972972972973,0.46581328516873355,0.0,0.574,0.2,0.0,1.0,0.0
138,0.5,0.0,0.00026716385350705274,0.40540540540540543,0.3757842373946712,0.0,0.46799999999999986,0.2,1.0,0.0,1.0
139,0.5,0.0,0.001420026379113442,0.22972972972972977,0.04290034698313688,0.3333333333333333,0.45799999999999985,0.1,0.0,1.0,1.0
140,1.0,1.0,6.831807712450815e-05,0.35135135135135137,0.9477521103265361,0.0,0.8119999999999999,1.0,1.0,0.0,0.0
141,0.0,1.0,0.0,0.21621621621621623,0.9021644567056153,0.3333333333333333,0.626,0.7000000000000001,1.0,1.0,0.0
142,0.0,0.0,6.133112682553547e-05,0.3378378378378379,0.9666260627889962,0.0,0.664,0.5,1.0,1.0,0.0
143,0.5,1.0,0.0,0.4594594594594595,0.79563718335101,0.0,0.886,0.2,1.0,0.0,1.0
144,0.0,0.0,3.054045567775868e-05,0.1756756756756757,0.6310715673346804,0.0,0.682,0.5,1.0,0.0,1.0
145,0.5,0.0,0.00019690016692619088,0.040540540540540515,0.27067544950542777,0.0,0.2699999999999999,0.5,1.0,1.0,0.0
146,0.5,0.0,9.235385760199485e-05,0.14864864864864863,0.705387014459881,0.3333333333333333,0.57,0.8,1.0,0.0,0.0
147,0.0,1.0,0.0004114022566897376,0.25675675675675674,0.12242894196395754,0.0,0.6,0.5,0.0,0.0,0.0
148,0.0,1.0,0.00015192271978260277,0.35135135135135137,0.37415953223532844,0.0,0.7699999999999999,0.9,1.0,0.0,0.0
149,0.0,1.0,0.0,0.1891891891891892,0.004336864170528285,0.3333333333333333,0.132,0.0,0.0,1.0,0.0
150,0.5,0.0,0.0,0.1891891891891892,0.4475885947107949,0.3333333333333333,0.8079999999999999,0.7000000000000001,1.0,0.0,0.0
151,0.0,0.0,0.0,0.40540540540540543,0.7494776251131983,0.0,0.37,0.9,1.0,0.0,1.0
152,0.5,1.0,0.0,0.3243243243243243,0.9040305349160845,0.3333333333333333,0.7319999999999999,0.8,1.0,0.0,0.0
153,0.0,1.0,0.00012187004282072107,0.25675675675675674,0.49322030253889243,0.0,0.378,0.2,1.0,0.0,0.0
154,0.0,0.0,0.0,0.3378378378378379,0.5452018167735019,0.3333333333333333,0.5279999999999999,0.6000000000000001,1.0,1.0,0.0
155,0.5,1.0,0.0,0.527027027027027,0.08965646219213934,0.0,0.7119999999999999,0.7000000000000001,1.0,0.0,1.0
156,0.0,0.0,0.0,0.2027027027027027,0.41496407906955113,0.3333333333333333,0.816,0.7000000000000001,0.0,0.0,0.0
157,0.5,0.0,0.0,0.13513513513513514,0.4603228108284341,0.3333333333333333,0.47199999999999986,0.2,1.0,1.0,0.0
158,0.0,0.0,8.74977311557463e-05,0.7432432432432432,0.5235904028834754,0.0,0.592,0.6000000000000001,0.0,1.0,0.0
159,1.0,0.0,0.00010303704252881524,0.2027027027027027,0.5634337579238817,0.0,0.5619999999999999,0.4,0.0,0.0,0.0
160,0.5,0.0,0.00011240698850230413,0.05405405405405406,0.42348034237269655,0.0,0.7339999999999999,0.6000000000000001,0.0,1.0,0.0
161,0.0,1.0,0.0,0.16216216216216217,0.417351057025946,0.3333333333333333,0.668,0.2,1.0,0.0,0.0
162,0.0,0.0,0.00021592109437327154,0.4189189189189189,0.23559014885921603,0.0,0.9,0.7000000000000001,0.0,0.0,0.0
163,0.5,0.0,0.0,0.24324324324324326,0.5348821812483092,0.3333333333333333,0.7419999999999999,0.2,1.0,1.0,0.0
164,0.5,1.0,0.00022661909673819805,0.14864864864864863,0.27788133766774725,0.0,0.666,0.0,1.0,0.0,1.0
165,1.0,1.0,8.431882410683318e-05,0.1756756756756757,0.6993810408894049,0.3333333333333333,0.62,0.9,1.0,1.0,0.0
166,1.0,0.0,6.553018210829461e-05,0.08108108108108109,0.8125370972927914,0.0,0.7079999999999999,0.7000000000000001,1.0,0.0,1.0
167,0.5,0.0,5.226498619158193e-05,0.3108108108108108,0.9825357321624214,0.0,0.5299999999999999,0.9,1.0,0.0,0.0
168,0.5,0.0,0.0,0.2837837837837838,0.20356774071923867,0.3333333333333333,0.634,0.2,1.0,0.0,1.0
169,1.0,1.0,0.00010271201266614076,0.08108108108108109,0.2656389685214938,0.3333333333333333,0.664,0.9,0.0,0.0,0.0
170,0.0,0.0,7.473571746950648e-05,0.14864864864864863,0.8201098704926321,0.0,0.2679999999999999,0.4,1.0,0.0,0.0
171,1.0,1.0,5.787134075828278e-05,0.12162162162162166,0.7800013901327576,0.3333333333333333,0.5559999999999999,0.5,1.0,0.0,0.0
172,1.0,1.0,0.0022311366792702974,0.35135135135135137,0.02730820793385768,0.0,0.2599999999999999,1.0,1.0,0.0,1.0
173,0.0,1.0,0.00014230615892700142,0.16216216216216217,0.560931218931408,0.0,0.45599999999999985,0.4,1.0,0.0,0.0
174,0.0,1.0,0.0,0.2972972972972973,0.7323011847631448,0.3333333333333333,0.32399999999999995,0.5,1.0,1.0,0.0
175,0.5,0.0,0.00046220015701235045,0.22972972972972977,0.13638562482717098,0.0,0.2679999999999999,0.7000000000000001,1.0,1.0,0.0
176,0.0,0.0,0.0,0.16216216216216217,0.6527717897059169,0.3333333333333333,0.31999999999999995,0.0,1.0,1.0,0.0
177,1.0,1.0,0.00010005443360863347,0.24324324324324326,0.8967871931769484,0.3333333333333333,0.5119999999999999,0.5,0.0,0.0,0.0
178,0.5,0.0,0.00010138535245756408,0.2972972972972973,0.47385795343455295,0.0,0.4939999999999999,0.8,0.0,1.0,0.0
179,1.0,0.0,0.0018840919145275618,0.5,0.04035020344442894,0.0,0.8079999999999999,0.30000000000000004,1.0,0.0,1.0
180,0.5,0.0,0.0005914467865195255,0.36486486486486486,0.09736389825228309,0.0,0.9999999999999999,0.2,1.0,1.0,0.0
181,0.0,1.0,0.0,0.6351351351351351,0.24032310085613173,0.3333333333333333,0.31999999999999995,0.2,1.0,1.0,0.0
182,1.0,0.0,8.75263721231068e-05,0.36486486486486486,0.872681791111051,0.3333333333333333,0.856,0.1,1.0,0.0,0.0
183,0.0,1.0,0.0,0.3243243243243243,0.27732248429725037,0.3333333333333333,0.572,0.2,1.0,1.0,0.0
184,0.0,0.0,0.0,0.4324324324324324,0.04268052599023207,0.0,0.908,0.4,1.0,1.0,1.0
185,0.0,1.0,0.0,0.1891891891891892,0.4792737706450966,0.3333333333333333,0.32799999999999996,0.8,1.0,0.0,0.0
186,0.0,0.0,4.784782660830298e-05,0.2837837837837838,0.974764189980143,0.0,0.7599999999999999,0.1,1.0,0.0,0.0
187,0.5,0.0,0.0,0.25675675675675674,0.6576135020894495,0.0,0.35,0.0,0.0,1.0,0.0
188,0.5,1.0,0.0,0.16216216216216217,0.9805782952271942,0.3333333333333333,0.5319999999999999,0.5,0.0,1.0,0.0
189,1.0,0.0,7.063458547835822e-05,0.21621621621621623,0.7428368409183077,0.3333333333333333,0.674,0.7000000000000001,1.0,0.0,0.0
190,0.0,0.0,5.695651680993236e-05,0.3108108108108108,0.4648995479068251,0.3333333333333333,0.7299999999999999,0.8,0.0,0.0,1.0
191,0.0,0.0,0.0004494655877402649,0.24324324324324326,0.08832733526051738,0.3333333333333333,0.32399999999999995,0.30000000000000004,1.0,0.0,0.0
192,0.0,1.0,0.0,0.2972972972972973,0.5749791605098287,0.3333333333333333,0.258,0.1,0.0,0.0,0.0
193,0.0,1.0,0.00010076984524332331,0.1891891891891892,0.43477072060381766,0.0,0.5019999999999999,0.8,1.0,0.0,0.0
194,0.5,1.0,4.539195442786789e-05,0.14864864864864863,0.6403922574605875,0.3333333333333333,0.45999999999999985,0.9,1.0,0.0,0.0
195,0.0,1.0,0.027428326142633602,0.22972972972972977,0.002944181169301668,0.0,0.914,0.30000000000000004,1.0,1.0,0.0
196,0.5,0.0,0.0,0.1891891891891892,0.21496992962827946,0.3333333333333333,0.5319999999999999,0.6000000000000001,1.0,1.0,0.0
197,1.0,1.0,6.399030169555839e-05,0.25675675675675674,0.7929734289624658,0.0,0.7419999999999999,0.30000000000000004,1.0,1.0,0.0
198,0.0,1.0,0.0,0.527027027027027,0.23920089368534694,0.3333333333333333,0.30199999999999994,1.0,1.0,1.0,0.0
199,0.0,1.0,0.0008660991723156678,0.22972972972972977,0.05238930317845354,0.0,0.34199999999999997,0.6000000000000001,1.0,0.0,0.0
200,0.5,1.0,0.002222623944164503,0.16216216216216217,0.02983594933316131,0.0,0.9999999999999999,0.2,1.0,1.0,0.0
201,0.0,1.0,8.180253376175534e-05,0.3243243243243243,0.6070453728331056,0.0,0.818,0.4,0.0,1.0,0.0
202,0.5,1.0,0.0,0.4324324324324324,0.7307415358166705,0.0,0.33199999999999996,0.5,0.0,1.0,1.0
203,0.0,0.0,0.0008455795024845385,0.27027027027027034,0.07182325912124607,0.3333333333333333,0.7219999999999999,0.2,1.0,1.0,1.0
204,0.5,1.0,0.0001758055938365909,0.2027027027027027,0.47334115408021465,0.0,0.32399999999999995,0.30000000000000004,1.0,0.0,0.0
205,0.0,1.0,0.0,0.25675675675675674,0.8983794452370201,0.0,0.4,0.30000000000000004,1.0,1.0,0.0
206,0.5,0.0,4.243047506778044e-05,0.3108108108108108,0.9965609715727851,0.0,0.5159999999999999,0.30000000000000004,0.0,0.0,1.0
207,0.0,1.0,8.366971975870373e-05,0.21621621621621623,0.7597866096212188,0.0,0.5359999999999999,0.5,1.0,1.0,0.0
208,0.0,1.0,0.0,0.36486486486486486,0.7125776511656863,0.0,0.586,0.5,1.0,0.0,1.0
